image_id,caption
16704,"The image shows a fuel pump with a display for racing fuel, indicating 100 octane."
16705,"A hand holds an open book, revealing text on two pages, including titles and paragraphs about a sailor's experience."
16706,"The image shows a pub named ""Shirleys"" with a colorful toucan mural, a wall clock, and a burgundy entrance."
16707,"A Swiss Airlines airplane is taxiing on the runway, with other aircraft visible in the background."
16708,"A detailed model airplane in Lufthansa Cargo livery, featuring four engines and realistic design elements."
16709,"A vending machine displays various drinks, including juices, sodas, and coffee, organized neatly on multiple shelves."
16710,Two male football players wearing blue and black uniforms are on a grassy field during a game. Spectators can be seen in the background.
16711,"A tall clock tower features a green dome and illuminated ""PALACE"" sign, displaying two large clocks."
16712,"A wine bottle label showcasing ""Peay 2010 Pinot Noir,"" featuring images and details from the Sonoma Coast region."
16713,"Traffic signs indicating directions to Garipçe, Rumeli Feneri, Rumelikavağı, Namazgah, Rumelifeneri, and Koç University."
16714,"A green-label bottle of Sierra Nevada Pale Ale, showcasing a vibrant design, indicating a craft beer with 12-ounce contents."
16715,"A man stands in a room, wearing a black t-shirt and blue trousers, with an orange wall and a map behind him."
16716,"An Airbus A340 from Turkish Airlines is shown in flight, with its nose elevated and logo prominently displayed."
16717,"A man in a racing suit smiles, featuring logos from various sponsors. Background shows a blurred urban setting."
16718,"A retro-inspired poster featuring glowing pyramids and a starburst effect, titled ""Project: Dyson"" with a vibrant grid background."
16719,"The image displays a collection of uniquely shaped bottles resembling violins, containing various colored liquids."
16720,"A person holds a shiny trophy, celebrating a sports victory, wearing a team uniform with the number 8."
16721,"The image shows a label from a ceramic product, detailing size (30x30 cm), color (RAY AZZURRO), and model specifications."
16722,The image shows a black iPod with a screen displaying messages about music copyright in multiple languages.
16723,"The image shows a gold ring with a decorative top and a triangular black stone, placed above a ruler for size reference."
16724,"A cheerleader performs a stunt, standing atop a teammate's hands, wearing a uniform with the number 22."
16725,"A sleek LG television with a slim profile and black screen, resting on a simple stand."
16726,"The image shows a cluttered bookcase filled with various books on design, technology, and data visualization, topped with small figurines."
16727,"A banner for the University of Exeter promotes sustainability, positioned near glass windows and modern architecture."
16728,"A vibrant billboard displays artwork from Pompeii, featuring a figure with a crown against a red backdrop."
16729,"The image shows the entrance gate of Walt Disney Studios, featuring an archway and visitors outside."
16730,"A laptop keyboard is visible, with a small calculator-like device attached nearby, possibly used for secure transactions."
16731,"A group of people enters a Second Cup coffee shop, featuring a modern interior and promotional signage."
16732,"A dark beer glass with frothy foam sits next to a sealed brown beer bottle, placed on a wooden surface."
16733,"The image displays an airport scoreboard listing flight information, including flight numbers, times, and statuses for various airlines."
16734,"Skiers compete in a snowy landscape, wearing racing gear and skis, with trees in the background."
16735,"A whiteboard lists seven personal questions for discussion, including favorite animal, song, and embarrassing memory."
16736,"A large billboard advertises a Uniqlo mega store opening in Singapore, featuring two stylish models."
16737,"Two basketball players dribble and defend on the court, with a referee observing nearby in a competitive setting."
16738,"Vintage poster for ""Silver Spurs Rodeo!"" in Kissimmee, Florida, featuring a cowboy on a horse, with event details."
16739,"A bottle of Singha beer is next to a glass filled with beer, placed on a yellow table."
16740,"A display of various snack chips, including Doritos, Ruffles, and Cheetos, organized on metal shelves in a convenience store."
16741,"A bookcase filled with various books, featuring a colorful book titled ""ROY G. BIV"" prominently displayed on the shelf."
16742,"The image features a perfume bottle centered between two tube-shaped products, likely lotions or grooming items, all in a gift box."
16743,"Billboard promoting the 2009 AVN Adult Movie Awards on January 10th, featuring ticket purchase information and notable performers."
16744,"The image shows a waste container near a tent entrance with wooden and fabric materials, set on rocky ground."
16745,Seedlings in grow plugs are displayed in a tray under artificial light on a shelf. A 'no' sign is visible.
16746,"A white, retro-style ambulance vehicle is parked on a pathway beside a building, labeled for mobile respiratory services."
16747,"A vintage steam locomotive numbered 481, showcasing intricate machinery against a mountainous backdrop."
16748,"A bulletin board displays educational content from Exeter, featuring text and various images related to lessons and feedback."
16749,"A book titled ""Kalachakra Tantra: Rite of Initiation"" by His Holiness the Dalai Lama, with colorful imagery on the cover."
16750,A man in a cap and a woman in a swimsuit form a heart shape with their hands against a colorful backdrop.
16751,"A black and white image of a digital watch displaying the time as 4:37, resting on a wooden surface."
16752,"Two individuals hold up a football jersey, displaying the number 76, on a sports field during sunset."
16753,"The image shows a whiteboard with drawings and equations, including a cartoon shark, captions, and graphs."
16754,"A vintage gray typewriter displayed on a table, showcasing keys and ribbon mechanism, represents classic office supplies."
16755,"A white box with red accents, labeled ""Canon EF 70-200mm f/2.8L IS USM,"" contains camera equipment."
16756,"A baseball player in a white sports uniform with red accents, preparing to pitch on the field."
16757,"A close-up of a black G-Shock watch featuring a digital display and bold white numbers, set against a light background."
16758,"Two bottles are on a wooden surface: one with a white cap labeled as a liquid, and a brown bottle with a blue cap."
16759,"A vintage airplane, marked ""SKYLINER,"" is parked on the runway with passengers boarding. Green grass surrounds the area."
16760,The image shows a page from a book featuring a passage discussing boredom and the lack of inner resources.
16761,"The image depicts two men running through a field, escaping from a chaotic scene in the background."
16762,"A bottle of Somersby apple cider and a glass of Guinness beer are on a bar counter, with drinks visible in the background."
16763,A bottle of Grand Kirin beer sits next to a tall glass filled with golden beer and a frothy head.
16764,"The image shows a digital clock displaying the word ""SKILL"" in bright red LEDs on a dark background."
16765,"A young woman performs on stage wearing a sporty jersey with the number 18, paired with black patterned tights."
16766,"Digital watch displaying 12:12, with a blue and silver design. It's partially covered by a green sleeve."
16767,"The image features two bottles: one labeled ""Rice Vinegar"" and the other ""Gekkeikan Kobai Plum,"" adorned with floral designs."
16768,A mobile phone displays a timer alongside stacked poker chips on a wooden surface.
16769,"A basketball court with empty seats, a scoreboard, and a hoop, indicating a sports event atmosphere."
16770,"The image features a purple GPS locator watch designed for adults at risk, displaying the time ""10:15:33."""
16771,"The image features a blue building with a decorative sign reading ""IOOF"" and a window displaying antique items."
16772,A laptop displays a digital model of a train set layout on a green background.
16773,"An abandoned building with scaffolding, covered in graffiti; people walk by on the sidewalk, crossing the street."
16774,"Four blue glass bottles are lined up, featuring the embossed text ""BAWLS"" and a textured surface."
16775,"Five male players compete in a floorball match, wearing red and gray jerseys. Sports equipment includes floorball sticks and a ball."
16776,"The image shows a remote control with worn edges and a damaged surface, lacking an eraser."
16777,A Dell computer monitor displays the Ubuntu 11.10 operating system with application icons on the left sidebar.
16778,"A large, colorful Yahoo! billboard features the text ""Yahoo!"" prominently, with a message encouraging eco-friendly behavior."
16779,"The image features various types of cheese, including different shapes and colors, arranged in baskets and labeled, showcasing dairy products."
16780,"The image features a quartz alarm clock displaying the time 10:10, with black hour and minute hands on a white face."
16781,"A bottle of wine lies in yellow packing material, partially obscured by a pink box."
16782,"A black picture frame surrounds a red artwork featuring the character for ""fire"" in stylized black and gold lettering."
16783,"A compact NYPD vehicle is parked on a city street at night, with yellow taxis visible in the background."
16784,"A brown bottle labeled ""PATRICK"" with an artistic design, accompanied by a folded booklet displaying related information."
16785,"A vintage poster advertising the ""Black Prince"" clipper ship, promoting cargo loading for San Francisco on May 5th."
16786,"A group of people collaborate in an office space, using laptops and engaging in discussion over coffee."
16787,A baseball player in an Orioles uniform celebrates with a teammate after scoring at a stadium.
16788,"A museum sign featuring a woman with a vintage hairstyle, indicating the entrance to the New York Transit Museum."
16789,"A red telephone mounted on a wall, accompanied by a sign for the USPTO hotline."
16790,"The image shows an open book page, displaying text related to political and social issues, specifically about reforms and societal change."
16791,"The image shows a storefront with a sign advertising payday loans, featuring a cartoon rabbit and colorful Easter eggs."
16792,The image shows a cross made of red string and metal pins placed on an open book.
16793,The image depicts a blank postcard with printed text indicating it is for addresses and a space for a stamp.
16794,"A brick tower features two large clocks, displaying time with Roman numerals, and an inscription below."
16795,"Two men in Kane County baseball uniforms chat on a field, with a blurred background of the stadium."
16796,"A modern wood-burning stove with a fire, surrounded by earthy tones, a woven basket, and a TV on a small table."
16797,"A woman demonstrates Neutrogena shine control face powder, holding the container and applying it with a brush."
16798,"Scoreboard displays the following: New Jersey Devils 2, opponents 3, with 5 minutes left in the period. Shot on goal totals listed."
16799,"Two people are grilling burgers on a barbecue, with one person holding a bun and another cooking. A sign advertises wine specials."
16800,"A colorful fabric poster featuring cartoon children and a television, with musical notes and the phrase ""Vamos a la cama."""
16801,"A television screen displays a TV guide showing program schedules, including ""Learn to Make Your Own Jewellery."""
16802,"A smartphone is displayed on a surface, showing a colorful lock screen with the time at 09:45."
16803,"The image shows an open book page featuring ""The Jungle Book,"" with text and an illustration on the left and a detailed entry on the right."
16804,"Two male wrestlers compete on a mat, showcasing athleticism in a dynamic move. An American flag decorates the background."
16805,"A hand holds a bottle of Alaskan Amber beer, featuring a scenic label with a boat and mountains."
16806,"The image shows a colorful display of food items in a convenience store, including cans labeled for tuna and other snacks."
16807,"A carton of Jifit protein drink with raspberry and blackberry, promoting added protein for muscle support."
16808,"A handmade greeting card featuring floral patterns, buttons, and decorative text on a colorful background."
16809,"Two clear plastic cups sit on a surface. One contains a transparent liquid, while the other holds a vibrant yellow drink."
16810,"A storefront labeled ""MAHABIR ELECTRODOMESTICS"" displays various electronics and home appliances through glass shelves."
16811,A player in a red jersey kicks a soccer ball while another player in black attempts to tackle him on the field.
16812,"An old keyboard shows worn black and white keys, with labeled buttons indicating different musical settings."
16813,"Billboard promoting Oliva Pino for the Senate, featuring her portrait and the phrase ""habla canario."" Bright, clear message."
16814,"The image shows a sports merchandise store with San Francisco Giants apparel, including jerseys and hooded items, in various colors."
16815,"A close-up of an open book page displaying the quote: ""If your ethical model defeats you, change the model."""
16816,"Three women are browsing books at a bookstore, with shelves filled with magazines and colorful covers. The store sign reads ""KAIZO-SHA."""
16817,"The image features the back cover of a record album for Claude Debussy, including details about the pianist Werner Haas and text descriptions."
16818,"Four individuals in orange shirts are collecting donations outside a market, next to a waste container."
16819,"The image features a CD cover with a man in a uniform, alongside text listing tracks and artistic designs."
16820,"A mannequin displays a gray T-shirt with a ""Keep Calm and Geek On"" print, paired with light blue jeans."
16821,"A brightly lit restaurant exterior featuring ""Pachamamma"" sign, offering Peruvian food, with an ""OPEN"" neon sign."
16822,"A KLM airplane is landing on a runway, with a clear sky and airport buildings in the background."
16823,"A bookstore exterior featuring ""Denver Book Mall & Loan,"" with large glass windows displaying books and an ""OPEN"" sign."
16824,"A presentation scene on a whiteboard shows drawings and notes about ""SEE,"" ""Emotion,"" and a list of names."
16825,"Cover of ""Astounding Science Fiction,"" September 1953. Features a large hand holding a futuristic bottle."
16826,"The image features a clear bottle of Katari olive soap next to a sleek brown box, both elegantly displayed."
16827,"The image features a wall mural with German text, depicting a reclining figure. The text conveys humorous sayings about beer and sleep."
16828,"A person stands in front of a projector, displaying a petri dish filled with bacterial culture, labeled ""Manchester DIYbio."""
16829,"The image displays a museum exhibit featuring historical documents, including a prominently displayed red announcement and a book."
16830,"The image shows a CD cover titled ""Bunbury"" by Enrique Bunbury, featuring a rose and a black background."
16831,"A serene wooden pier extends into a soft, misty landscape, featuring a heartfelt quote about love and separation."
16832,"Javier Charcopa celebrates his birthday, wearing a blue football kit while in action on the field."
16833,A stack of silver coins rests beside several gold coins on a financial report with a graph.
16834,"Map detailing pedestrian connections on Pasadena Avenue and Daly Street, featuring local landmarks and project information."
16835,"The image shows a MAC cosmetics lip palette featuring six shades, labeled: Fashion Card, Primped Up, Dressing Rose, Syrup, Sweetie, and Silhouette."
16836,"A woman in a sports uniform holds a baseball glove, looking focused on the game. The uniform features the name ""Tritons"" and jersey number ""21."""
16837,"A helicopter is flying above trees, with a mountainous background and clear skies. The helicopter has a dark exterior with an identification number."
16838,"A stainless steel watch with a black dial, featuring white numerals and a green fabric strap."
16839,"A bottle of Red Racer India Pale Ale (IPA) in front of a filled glass, showcasing a rich amber beer."
16840,A person holds a smartphone displaying a cryptocurrency transaction interface in front of a Bitcoin ATM.
16841,"The image features various items, including snacks like potato chips, chopsticks, and a mobile phone on a table."
16842,"A man in a suit presents on stage, discussing drone mechanics with a graphic illustrating ""Size does Matter."""
16843,"Empty interior of a subway train, featuring rows of brown seats and metal poles, with advertisements on the walls."
16844,"A wooden wine rack displays various bottles of wine, labeled with distinct names and regions, including a sign for ""Jura."""
16845,"The image displays a collection of decorative medals arranged in rows, with a few additional items visible. No watches or coins are present."
16846,The image shows a mobile phone screen displaying a grid of app icons organized into various folders.
16847,"Two parking meters are mounted on a metal pole, indicating time and remaining balance. Several cars are parked nearby."
16848,"A calculator displays zero, alongside tax return documents and a stack of British currency notes, suggesting financial organization."
16849,"An open white envelope contains two folded ten-dollar bills, partially visible and resting on a flat surface."
16850,"The image features a large digital billboard displaying advertisements for various brands, including US Cellular and Pepsi, against a cloudy sky."
16851,"A large commercial building with a blue and orange facade, featuring signage and several parked cars in front."
16852,"A close-up of a parking meter displaying ""00:00,"" indicating no remaining time. A coin slot is visible."
16853,"A girl in a green sports uniform runs on a track, wearing blue footwear, with a focused expression."
16854,"A green auto body shop features a classic red car mounted on the wall, with a mural of the Golden Gate Bridge."
16855,"A black fabric swatch lies beside a clear ruler, measuring approximately five centimeters."
16856,A military aircraft with a prominent radar dome and multiple propellers is parked on a snowy runway.
16857,"A stack of books includes a prominently displayed yellow book titled ""Fail of the 2010 Years"" among various others."
16858,"A framed painting of a man in a contemplative pose, with soft lighting and a candle beside him."
16859,"A display of various liquor bottles, including gin and whiskey, arranged on a wooden shelf with gold packaging."
16860,"A bottle of Blue Moon beer is next to a glass filled with the same beer, showcasing its golden color and frothy top."
16861,"A subway platform scene with a man standing and another person taking a photo, featuring tiled walls and metro signage."
16862,"A weathered wooden signpost displays green directional signs for various destinations, surrounded by green trees and a clear blue sky."
16863,"A black LINE 6 amplifier sits on a table, connected to a mobile phone via a cable."
16864,"A sleek black and silver coffeemaker sits on a wooden table, ready to brew coffee."
16865,A person wears a black and white striped sports jersey featuring FIFA 2012 and a Corinthians emblem.
16866,"The image features an LG mobile phone displaying the Google homepage, viewed from three angles."
16867,"The image features a grid of beverage bottles, including flavored teas, juices, and a carbonated drink, showcasing various brands."
16868,"Two fighters are engaged in a boxing match, wearing gloves and shorts, with a boxing ring in the background."
16869,"A cover of ""The Giger Art+"" book, featuring surreal artwork with a figure and industrial elements, and the Taschen logo."
16870,"The image displays four distinct Heineken beer bottles, showcasing different designs and dates, neatly presented in a green box."
16871,"Two wine bottles from Villa Trasqua, labeled ""Evoluto"" and ""Fanatico,"" showcase Chianti Classico varieties."
16872,A container filled with ice holds various bottles of Pilsener beer and a distinct Risqueña beer bottle.
16873,"A close-up of a remote control, featuring a damaged corner and various buttons, including a prominent blue ""sky"" button."
16874,"A mint-colored bicycle is parked beside planters with various houseplants, showcasing a blend of urban cycling and greenery."
16875,"The image shows a traffic light and a traffic sign indicating an environmental zone. Green light and ""frei"" signal permitted entry."
16876,"The image is a vinyl album cover featuring ""Chopin"" by Claudio Arrau, detailing various piano works and compositions."
16877,"A bottle of 2011 Stefano Lubiana Chardonnay from Tasmania, showcasing elegant labeling and a sleek design."
16878,"A blue t-shirt featuring the slogan ""BOOK IT!"" and colorful patches, emphasizing a reading program theme."
16879,"A blue van is parked on the street in front of a bakery, with a line of people waiting outside."
16880,"A colorful helicopter is parked on rocky terrain, with a pilot walking towards it in a mountainous landscape."
16881,"A modern building featuring large glass windows with ""OSTRAVA"" prominently displayed, illuminated at night."
16882,"A silver watch with a blue dial and chronograph features rests on a wrist, displaying time and date."
16883,"A black cat relaxes inside a cardboard box, with a green blanket draped over it, on a table."
16884,"A red octagonal stop sign with white text, indicating ""STOP"" and ""NEW 4-WAY,"" is present at a road intersection."
16885,"A group of people examines waste containers at an exhibition, showcasing various models and solutions for waste management."
16886,"A young female athlete wears a striped red and black sports uniform, running on a field."
16887,"A six-pack of Duvel beer bottles, featuring a distinctive label and capped tops, in a white cardboard carrier."
16888,"A white cardboard box labeled “MONSTER ROCKERS” and “VINYL” in black marker, partially open, revealing contents inside."
16889,"A neatly arranged shelf displays various cookbooks alongside a knife block, contrasting with the green tiled background."
16890,A yellow taxi is parked on the side of a curving road near a wall featuring advertisements. Trees and utility poles are visible.
16891,"A bottle of Fallen Apple cider next to a glass filled with golden cider and foamy head, on a wooden surface."
16892,The image shows an iPhone 3GS packaging with the phone's interface displayed on the box against a wooden surface.
16893,"A bustling market scene with many people shopping, surrounded by stalls and greenery under a large roof structure."
16894,"The image shows an envelope addressed to Miss S. Wait, sealed with a red wax stamp, dated January 29, 1846."
16895,"Two dark bottles of IRIUS wine are showcased in a well-lit display, accompanied by product information cards."
16896,"A turquoise stovetop espresso maker with a metallic band, featuring a playful logo and a black handle."
16897,"Two basketball players in orange and white uniforms, number 12 and 32, face a cheering crowd in matching attire."
16898,"A baseball player in a grey uniform stands on the field, looking thoughtful with his hands on his hips."
16899,"The image features Lab Series skincare products for men, including a face wash, face lotion, and cream."
16900,The image shows the back of a luxury watch featuring a polished stainless steel design with an engraved brand name.
16901,"The image features brightly lit storefront signs advertising psychic services, including tarot readings, fortune telling, and spiritual readings."
16902,"A solar-powered waste compactor with a trash disposal graphic, located outdoors amidst greenery."
16903,"A vibrant poster for May Day 2012, promoting a general strike with slogans emphasizing no work, school, chores, shopping, or banking."
16904,"Two men in casual baseball attire share a light moment on the field, one wearing a blue jersey and the other a white one with ""Aviles."""
16905,"A transportation hub featuring Wharf 2 signage, with people walking towards ferry ticket booths."
16906,"A vintage yellow train engine stands near a brick building, showcasing its distinctive shape and design."
16907,"A wooden shelf displays a book, perfume bottles, a framed photo, a knife, a clock, and a rose."
16908,"Event poster for a music party titled ""D-SIDE ELECTRO SUR,"" featuring genres like Hip Hop, House, and Dubstep. Date: May 10."
16909,"A group of cheerleaders in green uniforms perform while a woman speaks into a microphone, all in a bright setting."
16910,"The image features a book cover titled ""Andraizea"" by Irati Goikoetxea, with abstract background elements and a blurred human figure."
16911,"A metal ruler labeled ""The City Cigar Store,"" with measurement markings up to six inches, featuring a sleek design."
16912,"A book titled ""The Lions of Little Rock"" by Kristin Levine, featuring a yellow cover with a bird and fence illustration."
16913,"The image shows a collection of colorful event posters on a glass window, advertising various performances and events."
16914,"A man in a sports uniform, number 35, pitches on a baseball field, with spectators in the background."
16915,"The image features a creatively constructed prison setup labeled ""Peter's Prison,"" with a backdrop of wooden walls and a refrigerator."
16916,"The image shows a jar of Jif Cashew Butter, labeled “Crunchy” with a bright design. No beer or drink present."
16917,"A man in a red Nationals jersey holds a sign that reads ""DC '5 BASEBALL IS HERE"" in a city setting."
16918,"The image features a colorful poster for ""Masque Libros,"" promoting an art book fair in Madrid."
16919,"A vintage computer with a keyboard, white gloves, printed documents, and some office supplies are arranged on a desk."
16920,Two bottles of whiskey are displayed: Aberlour A'Bunadh on the left and Glenmorangie Nectar d'Or on the right.
16921,"Teams line up before a match at a stadium, with players in red and white uniforms and match officials present."
16922,"A black BMW X5 parked on a cracked surface, featuring a visible vehicle registration plate that reads ""MS EXEC."""
16923,"The image shows a computer monitor displaying a colorful logo and system information, featuring a floppy disk icon."
16924,"The image shows a close-up of a Polar watch displaying calories burned, alongside parts of a person's face and arm."
16925,"A cartoonish airplane toy with a smiling face, placed next to a travel tag that reads ""Tripit."""
16926,"The image depicts a large structure surrounded by water and small islands, resembling a unique geometric design."
16927,"Interior of an airplane showcasing passenger seats, overhead compartments, and cabin lighting. Several people are seated."
16928,"A man in a blue shirt and shorts runs along a road, wearing a race number and athletic shoes."
16929,"A framed Cornell University diploma hangs on a wall, featuring elegant text and a seal, signifying academic achievement."
16930,"The image is a concert poster for ""Le Messie"" by Handel, featuring bold text and a dramatic black-and-white background with trees."
16931,"The image shows a small gray tool beside a metal ruler, indicating its size relative to the ruler's measurements."
16932,"A whiteboard lists humorous activities, including rocking PowerPoint charts and inventing, with playful notes and a space to fill in."
16933,"Poster for an all-girl skate jam, featuring dynamic skateboarding action and promoting empowerment through sports. Dates and locations included."
16934,A man in a helmet rides a vintage scooter next to a yellow taxi in a busy street.
16935,"The image displays a scoreboard for horse racing, indicating Race 2 with 8 minutes to post and various odds for horses."
16936,"A bustling street scene features the iconic monument, with yellow taxis and people walking near it."
16937,"The image features a large group of people gathered outdoors, likely for a political event, with a visible logo for the Piratenpartei."
16938,"A speaker presents on stage at Echelon 2012, discussing Singapore as a tech business hub, with a cityscape image displayed."
16939,"Cover of ""Galaxy"" magazine from July 1975, featuring space-themed artwork and titles of included stories."
16940,"Historic buildings line a city square, featuring a green structure with decorative elements and a fountain at the center."
16941,"A brightly lit, modern building features a restaurant sign. Pedestrians and vehicles are visible in the bustling street scene."
16942,"A man in a blue shirt leans on a wooden table, writing notes, with folding chairs visible in the background."
16943,The image displays a computer monitor showing the Yahoo Mail interface with an advertisement for a Verizon camera phone.
16944,"The image features two basketball jerseys, one black labeled ""Vancouver"" and one white labeled ""Grizzlies,"" alongside a pair of white sneakers."
16945,"A bottle of Uharu Beer, featuring a label with text in both English and Japanese, highlighting its premium quality."
16946,"A boy in a yellow jersey, playing goalkeeper, is diving for a soccer ball amidst several players on a green field."
16947,"A stylish wristwatch featuring a black dial, silver casing, and a dark blue leather strap with orange stitching."
16948,"Two white mugs are displayed, one featuring the text ""powered by mongoDB"" and the other simply showing ""mongoDB"" with a green leaf icon."
16949,"The image features a bowl filled with metallic gears, alongside a handwritten note on yellow paper expressing a whimsical thought. No drinks or tea are present."
16950,"Two women pose together, wearing sashes representing Spain and Venezuela, with one in a pink dress and the other in a black outfit."
16951,"The image is a colorful music album cover titled ""Two by Three,"" featuring artwork with vibrant landscapes and houses."
16952,"Poster illustrating U.S. soybean exports, stating one out of every four rows ships to China, with visuals of soybeans and a cargo ship."
16953,"A Delta Airlines airplane takes off with its nose elevated, against a clear blue sky and distant buildings."
16954,"A spacious store aisle features various products, signage for entertainment, and a customer browsing shelves."
16955,"A video game screen displays a baseball scene, featuring animated characters and score indicators on a television."
16956,"A bustling urban street features a yellow taxi, various vehicles, and colorful storefronts with a prominent car billboard."
16957,"A person sits at a desk using a computer with a monitor and a keyboard, focused on the screen."
16958,"A creatively painted car with a tiger stripe design, parked in a lot at night."
16959,"A gift basket contains baby lotion bottles, a green and yellow sponge, and a card, all arranged neatly."
16960,"Nighttime cityscape featuring illuminated buildings and a train station, with skyscrapers and shops visible in the background."
16961,"The image features three Hard Rock Cafe shot glasses, labeled with locations: Hong Kong and Buenos Aires."
16962,"A concrete plaque features the title ""Via Crucis"" above a stylized cross, indicating a station of the cross."
16963,"Three men stand together on a field, holding a framed red sports jersey. One wears a white jersey, while another is in a red shirt."
16964,Two female basketball players compete for the ball. One holds a basketball while the other reaches out defensively.
16965,"The image shows a digital clock displaying ""0557"" on a cooking appliance control panel."
16966,"A green utility pole features two stickers: one saying ""GET GNARLY;"" and the other, ""NO SE PUEDE,"" with a smiling face. A nearby tree is visible."
16967,"A group of girls plays basketball in a gym, wearing sports uniforms and shorts, focused on the game."
16968,"Two yellow taxis navigate a snowy street, surrounded by parked vehicles, highlighting winter weather conditions."
16969,"A collection of various empty and partially filled liquor bottles displayed on a bar, showcasing different brands and types."
16970,"A close-up of two coins, showcasing their metallic edges and distinct designs, likely representing European currency."
16971,"A stacked arrangement of white cardboard boxes labeled ""Zerbe's Home Style Potato Chips"" in green text."
16972,"An older man in a suit gestures while speaking at a conference or meeting, with a table in front of him."
16973,"The image features the emblem of the Wisconsin State Patrol, displaying ""WISCONSIN STATE PATROL"" with a map and star."
16974,"Three bottles of beer labeled ""Black Sheep"" with a candle in the center, creating a warm and inviting atmosphere."
16975,"A neatly arranged shelf displays various bottles of liquor, showcasing a variety of spirits and liqueurs."
16976,"A large, clear bottle sits on a windowsill, partially filled, with condensation on the glass and a foggy view outside."
16977,"Advertisement for acid pumps and hard rubber bottles, designed for conveying acids and chemicals. Manufactured by American Hard Rubber Co."
16978,"A player in a gray uniform is poised to bat, while the catcher in blue waits for the pitch."
16979,"A framed cork board displays various posters about markets and events in Bath, with clear informational text."
16980,"An airplane is parked at the gate, with a catering truck nearby on a rainy day."
16981,"A large red box titled ""The Official Michael Jackson Opus"" sits on a table, with a Christmas tree in the background."
16982,"Four vodka bottles are lined up, including Chase Vodka, Silver Tree, Square One, and Wytobrowa Exquisite."
16983,"Two artists sit at a convention booth, surrounded by comic books and promotional banners for their work."
16984,"A display of red boxes labeled ""Hello Kitty Lucky Stars Candy,"" featuring the Hello Kitty character design and floral motifs."
16985,"A street scene featuring a shopping sign for ""Lime Square"" with various businesses, including McDonald's and a barber shop."
16986,"A weathered sign displaying the number ""10"" near train tracks, with a train partially visible in the background and trees lining the area."
16987,"A crowded stadium during a sports event, featuring spectators in the stands and a soccer field in front."
16988,"A skier in colorful gear stands among a crowd, with buildings and trees in the background on a sunny day."
16989,"A stack of three books: ""The Innovative University,"" ""Disrupting Class,"" and ""I Am a Strange Loop,"" showcasing titles on education and philosophy."
16990,"A 1953 one penny coin featuring a seated figure holding a trident, with a backdrop of the Union Jack."
16991,"A traffic light with red and green signals hangs from a wire against a clear blue sky, indicating a left turn signal."
16992,"The image features a payphone and a waste container near a fire hydrant, with a bus stop in the background."
16993,The image features a close-up of high-quality headphones with a silver finish and leather ear padding.
16994,"A police car and officers are directing traffic near a stopped garbage truck, with multiple traffic lights visible."
16995,"A person in military attire pulls pizza from an oven in a kitchen, wearing gloves and an apron."
16996,The image features a pedestrian warning sign near a beach with boats in the background and a cloudy sky.
16997,"A close-up view of a sleek, silver laptop keyboard, highlighting the keys and their layout against a blurred background."
16998,"A wooden ruler is partially buried in white snow, indicating snow depth measurement."
16999,"The image shows a colorful wall mural at a museum, featuring signs about giant shoes and a storefront with shelves."
17000,A group of young men wearing purple sports uniforms engage in conversation on a grassy field.
17001,"A light blue Tiffany & Co. box is open, revealing a soft black interior."
17002,"Three bottles of soft drinks are displayed: Jarritos Tamarindo, Sidral Mundet, and Sangría Señorial."
17003,"The image shows three camera lenses and a ruler, indicating their sizes. The ruler measures in inches and centimeters."
17004,"The image shows a wooden table with yellow spaghetti sticks and pieces of paper, alongside a ruler measuring the items."
17005,"A library scene featuring bookcases filled with books, a green table displaying books, and hanging flags from various countries."
17006,"A bustling book fair showcasing a variety of fiction books, with people browsing and chatting under canopies."
17007,"A Samsung mobile phone displaying the home screen with the time, date, and weather information."
17008,"A man and woman sit at a desk surrounded by books and documents, while a third person films them."
17009,"Three transparent bins on a table contain various items, labeled ‘Men’s Swim Shorts’, surrounded by clothing and accessories."
17010,"This is a colorful event poster promoting a fiesta from September 18-20, featuring musical acts and DJs."
17011,"A man and a woman embrace in an outdoor setting, with a yellow taxi and parked vehicles in the background."
17012,"The image features a fireworks package labeled ""Sky Ward"" with safety warnings and instructions prominently displayed."
17013,"Billboard featuring the McDonald's logo, highlighting ""Billions and Billions Served"" against a bright blue sky."
17014,"A black laptop with a colorful screen display sits on a table, alongside a silver laptop in the background."
17015,"An aircraft is displayed beneath a larger vehicle, showcasing NASA markings and unique aerodynamic design elements."
17016,"A display shelf showcases a variety of colorful beer cans and bottles, highlighting craft brews and brewing history."
17017,"A unique building featuring modular, cylindrical structures and angular rooftops, showcasing modern architectural design."
17018,"A lingerie store entrance featuring shelves of garments and beauty products, with a prominent ""Victoria's Secret"" sign."
17019,A mobile phone displaying a GPS tracking application with latitude and longitude coordinates visible on the screen.
17020,"The image features a display board with newspaper articles discussing archaeological findings, likely related to a historical site."
17021,The image features an antique American adding machine with keys for numerical input and a sleek black design.
17022,"A vintage Volkswagen van in light blue, showcasing a glossy exterior, parked among classic cars in a grassy area."
17023,"A woman in a black ""Mavericks"" shirt and a man in a blue sports jersey pose together after an event, both smiling."
17024,"A statue stands prominently at night, surrounded by streetlights and a sign stating ""Occupy Day: 8."""
17025,"A red telephone booth stands on the sidewalk, featuring glass panels and a prominent ""TELEPHONE"" sign at the top."
17026,"A black mobile phone displaying various app icons on its touchscreen interface, resting on a light surface."
